Total network energy = 2.60e+09 pJ
Total network latency = 6.42e+06 cycles
         233503864 function calls (233190351 primitive calls) in 125.067 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.012    0.000 collections.py:1013(__init__)
        3    0.000    0.000    0.012    0.004 parser.py:1(<module>)
        1    0.000    0.000    0.012    0.012 error_functions.py:1(<module>)
        1    0.000    0.000    0.012    0.012 symbol.py:1(<module>)
      945    0.004    0.000    0.012    0.000 validator.py:1450(<genexpr>)
     8068    0.011    0.000    0.012    0.000 reader.py:99(forward)
     5673    0.004    0.000    0.012    0.000 transforms.py:158(invalidate)
     2228    0.007    0.000    0.012    0.000 <frozen importlib._bootstrap>:179(_get_module_lock)
       62    0.001    0.000    0.011    0.000 axis.py:2572(_init)
     5456    0.002    0.000    0.011    0.000 _methods.py:42(_amax)
       93    0.001    0.000    0.011    0.000 cbook.py:732(safe_masked_invalid)
     2545    0.004    0.000    0.011    0.000 scanner.py:752(scan_to_next_token)
        1    0.000    0.000    0.011    0.011 feedparser.py:1(<module>)
     6075    0.005    0.000    0.011    0.000 cbook.py:1390(_to_unmasked_float_array)
    20208    0.011    0.000    0.011    0.000 {method 'copy' of 'dict' objects}
     8337    0.010    0.000    0.011    0.000 {built-in method numpy.array}
       55    0.001    0.000    0.011    0.000 enum.py:499(__new__)
       62    0.000    0.000    0.011    0.000 _base.py:3669(set_xlim)
     5363    0.005    0.000    0.011    0.000 font_manager.py:729(set_family)
       62    0.000    0.000    0.011    0.000 _base.py:3847(set_ybound)
        1    0.000    0.000    0.011    0.011 descriptor.py:1(<module>)
      775    0.003    0.000    0.011    0.000 transforms.py:1097(__init__)
     1955    0.001    0.000    0.011    0.000 errors.py:122(__lt__)
     2268    0.008    0.000    0.011    0.000 utils.py:273(_is_ascii)
2573/1395    0.003    0.000    0.011    0.000 _base.py:912(get_xaxis_transform)
      124    0.001    0.000    0.011    0.000 _base.py:1874(apply_aspect)
        1    0.000    0.000    0.011    0.011 Mapping.py:1(<module>)
       31    0.001    0.000    0.011    0.000 collections.py:77(__init__)
     2573    0.007    0.000    0.011    0.000 transforms.py:2053(scale)
  289/284    0.001    0.000    0.011    0.000 copy.py:201(_deepcopy_list)
     2238    0.009    0.000    0.011    0.000 std.py:400(format_interval)
     1603    0.006    0.000    0.011    0.000 functools.py:35(update_wrapper)
        1    0.000    0.000    0.011    0.011 AcceleratorParserStage.py:1(<module>)
        1    0.000    0.000    0.011    0.011 quiver.py:1(<module>)
     1224    0.006    0.000    0.010    0.000 std.py:102(acquire)
      366    0.001    0.000    0.010    0.000 __init__.py:946(_normalized_name)
        1    0.000    0.000    0.010    0.010 axis3d.py:1(<module>)
        1    0.000    0.000    0.010    0.010 complexes.py:1(<module>)
        1    0.000    0.000    0.010    0.010 evalf.py:1(<module>)
      465    0.000    0.000    0.010    0.000 patches.py:394(set_facecolor)
     3689    0.004    0.000    0.010    0.000 markers.py:275(_set_fillstyle)
        1    0.000    0.000    0.010    0.010 __init__.py:244(_check_versions)
        1    0.000    0.000    0.010    0.010 single.py:1(<module>)
       62    0.001    0.000    0.010    0.000 axis.py:2334(_init)
        1    0.000    0.000    0.010    0.010 trigonometric.py:1(<module>)
        2    0.000    0.000    0.010    0.005 decoder.py:1(<module>)
      297    0.001    0.000    0.010    0.000 _compiler.py:511(_compile_info)
        1    0.000    0.000    0.010    0.010 base_backend.py:1(<module>)
     1736    0.001    0.000    0.010    0.000 {method 'min' of 'numpy.ndarray' objects}
    18271    0.010    0.000    0.010    0.000 MemoryAllocator.py:49(<listcomp>)
      465    0.001    0.000    0.010    0.000 patches.py:387(_set_facecolor)
    21340    0.010    0.000    0.010    0.000 scanner.py:279(stale_possible_simple_keys)
        1    0.000    0.000    0.010    0.010 AcceleratorValidator.py:205(validate)
     1955    0.007    0.000    0.010    0.000 utils.py:20(compare_paths_lt)
     4144    0.005    0.000    0.010    0.000 artist.py:1555(aliased_name)
      217    0.001    0.000    0.010    0.000 _base.py:2546(_process_unit_info)
        1    0.000    0.000    0.010    0.010 npyio.py:1(<module>)
     1488    0.001    0.000    0.010    0.000 {method 'sum' of 'numpy.ndarray' objects}
       62    0.001    0.000    0.010    0.000 patches.py:738(__init__)
     1922    0.001    0.000    0.010    0.000 getlimits.py:615(tiny)
    86488    0.009    0.000    0.009    0.000 {method 'lstrip' of 'str' objects}
     1519    0.002    0.000    0.009    0.000 text.py:1030(set_linespacing)
     1761    0.002    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:1425(_path_importer_cache)
    18271    0.009    0.000    0.009    0.000 Core.py:108(get_memory_bw_dict)
    73937    0.009    0.000    0.009    0.000 digraph.py:1228(is_multigraph)
    10974    0.009    0.000    0.009    0.000 bezier.py:423(_f)
     1674    0.004    0.000    0.009    0.000 text.py:1282(_preprocess_math)
      126    0.000    0.000    0.009    0.000 __init__.py:1636(handle)
2294/1240    0.003    0.000    0.009    0.000 _base.py:992(get_yaxis_transform)
       93    0.002    0.000    0.009    0.000 bezier.py:247(polynomial_coefficients)
      558    0.003    0.000    0.009    0.000 bezier.py:95(split_de_casteljau)
        1    0.000    0.000    0.009    0.009 _policybase.py:1(<module>)
      651    0.002    0.000    0.009    0.000 path.py:470(cleaned)
    10123    0.009    0.000    0.009    0.000 {method 'split' of 'str' objects}
        1    0.000    0.000    0.009    0.009 finitefield.py:1(<module>)
5771/3670    0.002    0.000    0.009    0.000 <frozen abc>:121(__subclasscheck__)
      685    0.003    0.000    0.009    0.000 validator.py:142(__init__)
     1116    0.005    0.000    0.009    0.000 transforms.py:1985(rotate)
        1    0.000    0.000    0.009    0.009 maxflow.py:1(<module>)
       10    0.000    0.000    0.009    0.001 utils.py:1(<module>)
      279    0.003    0.000    0.009    0.000 patches.py:3265(<listcomp>)
     3007    0.004    0.000    0.009    0.000 font_manager.py:756(set_variant)
       62    0.000    0.000    0.009    0.000 backend_agg.py:273(clear)
        1    0.000    0.000    0.009    0.009 gen_proto.py:1(<module>)
      341    0.001    0.000    0.009    0.000 transforms.py:1810(transform_path_affine)
     1383    0.003    0.000    0.009    0.000 scanner.py:1311(scan_plain_spaces)
       62    0.009    0.000    0.009    0.000 {method 'clear' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        1    0.000    0.000    0.009    0.009 singularity_functions.py:1(<module>)
      279    0.000    0.000    0.009    0.000 axis.py:419(_get_text1_transform)
      155    0.004    0.000    0.009    0.000 _linalg.py:1101(eigvals)
     2976    0.009    0.000    0.009    0.000 {method 'round' of 'numpy.ndarray' objects}
        1    0.000    0.000    0.009    0.009 gmpy.py:1(<module>)
      104    0.001    0.000    0.009    0.000 __init__.py:1690(callHandlers)
     1293    0.006    0.000    0.009    0.000 <frozen importlib._bootstrap_external>:778(spec_from_file_location)
    11616    0.009    0.000    0.009    0.000 {method 'match' of 're.Pattern' objects}
        1    0.000    0.000    0.009    0.009 union.py:1(<module>)
      124    0.001    0.000    0.009    0.000 core.py:1852(masked_where)
        8    0.000    0.000    0.009    0.001 schema.py:108(__setitem__)
       31    0.000    0.000    0.009    0.000 pyplot.py:4336(title)
       62    0.000    0.000    0.009    0.000 _base.py:3903(set_ylim)
     1736    0.001    0.000    0.008    0.000 _methods.py:46(_amin)
       12    0.000    0.000    0.008    0.001 core.py:1135(parse_string)
        1    0.000    0.000    0.008    0.008 __init__.py:1002(version)
       48    0.000    0.000    0.008    0.000 __init__.py:1355(_add_data_doc)
      798    0.001    0.000    0.008    0.000 inspect.py:402(isgeneratorfunction)
      279    0.001    0.000    0.008    0.000 _base.py:940(get_xaxis_text1_transform)
    10166    0.006    0.000    0.008    0.000 copyreg.py:104(__newobj__)
     1488    0.001    0.000    0.008    0.000 _methods.py:50(_sum)
     1922    0.008    0.000    0.008    0.000 getlimits.py:592(smallest_normal)
    49817    0.008    0.000    0.008    0.000 artist.py:293(axes)
      104    0.000    0.000    0.008    0.000 __init__.py:965(handle)
     1109    0.008    0.000    0.008    0.000 {built-in method now}
      653    0.003    0.000    0.008    0.000 core.py:3004(__array_finalize__)
     3365    0.003    0.000    0.008    0.000 scanner.py:135(get_token)
     1116    0.002    0.000    0.008    0.000 transforms.py:307(ymin)
     1581    0.002    0.000    0.008    0.000 lines.py:737(set_transform)
      186    0.001    0.000    0.008    0.000 transforms.py:931(update_from_data_xy)
        1    0.000    0.000    0.008    0.008 common.py:1(<module>)
        1    0.000    0.000    0.008    0.008 reader.py:1(<module>)
      279    0.002    0.000    0.008    0.000 patches.py:2848(connect)
    19358    0.008    0.000    0.008    0.000 {built-in method numpy.asanyarray}
        3    0.000    0.000    0.008    0.003 constructor.py:54(construct_document)
1089/1026    0.001    0.000    0.008    0.000 {method 'view' of 'numpy.ndarray' objects}
       18    0.000    0.000    0.008    0.000 rcsetup.py:827(validate_cycler)
        1    0.000    0.000    0.008    0.008 reader.py:45(Reader)
        1    0.000    0.000    0.008    0.008 legend.py:1(<module>)
        1    0.000    0.000    0.008    0.008 _array_like.py:1(<module>)
        1    0.000    0.000    0.008    0.008 ExifTags.py:1(<module>)
     7610    0.002    0.000    0.008    0.000 validator.py:425(_resolve_rules_set)
      558    0.001    0.000    0.008    0.000 patches.py:647(_convert_xy_units)
        1    0.000    0.000    0.008    0.008 accelerator_factory.py:1(<module>)
        2    0.000    0.000    0.008    0.004 kind.py:1(<module>)
5771/3670    0.007    0.000    0.008    0.000 {built-in method _abc._abc_subclasscheck}
     4421    0.008    0.000    0.008    0.000 {method 'sub' of 're.Pattern' objects}
6293/6262    0.003    0.000    0.008    0.000 transforms.py:2609(get_matrix)
      527    0.003    0.000    0.008    0.000 _stride_tricks_impl.py:489(broadcast_arrays)
      749    0.006    0.000    0.008    0.000 _shape_base_impl.py:622(column_stack)
       70    0.005    0.000    0.008    0.000 {built-in method builtins.eval}
      248    0.000    0.000    0.008    0.000 axis.py:476(_get_text1_transform)
        1    0.000    0.000    0.008    0.008 common.py:8(pyparsing_common)
      468    0.001    0.000    0.008    0.000 assumptions.py:469(__init__)
       31    0.000    0.000    0.008    0.000 _axes.py:123(set_title)
     8380    0.005    0.000    0.008    0.000 errors.py:279(_path_of_)
      496    0.001    0.000    0.008    0.000 transforms.py:656(<listcomp>)
      798    0.004    0.000    0.008    0.000 inspect.py:391(_has_code_flag)
     3441    0.002    0.000    0.008    0.000 artist.py:281(convert_yunits)
    17202    0.008    0.000    0.008    0.000 datatypes.py:38(__ge__)
      457    0.000    0.000    0.008    0.000 parser.py:267(parse_flow_node)
        2    0.000    0.000    0.008    0.004 series.py:1(<module>)
     1581    0.001    0.000    0.008    0.000 lines.py:1226(set_markerfacecolor)
      868    0.001    0.000    0.008    0.000 text.py:1184(set_position)
       10    0.000    0.000    0.008    0.001 dataclasses.py:1221(wrap)
       10    0.001    0.000    0.008    0.001 dataclasses.py:884(_process_class)
        1    0.000    0.000    0.007    0.007 _npyio_impl.py:1(<module>)
      104    0.000    0.000    0.007    0.000 __init__.py:1098(emit)
      155    0.001    0.000    0.007    0.000 _base.py:2521(update_datalim)
7316/5673    0.006    0.000    0.007    0.000 transforms.py:167(_invalidate_internal)
      637    0.002    0.000    0.007    0.000 pathlib.py:484(_parse_args)
      248    0.001    0.000    0.007    0.000 _base.py:1020(get_yaxis_text1_transform)
        1    0.000    0.000    0.007    0.007 ddm.py:1(<module>)
        1    0.000    0.000    0.007    0.007 integrals.py:1(<module>)
      362    0.001    0.000    0.007    0.000 __init__.py:400(_from_text_for)
       31    0.000    0.000    0.007    0.000 workload_factory.py:71(create_node_attr)
        1    0.000    0.000    0.007    0.007 minpoly.py:1(<module>)
    18271    0.007    0.000    0.007    0.000 Core.py:111(get_memory_bw_min_dict)
      186    0.000    0.000    0.007    0.000 _function_base_impl.py:2392(__call__)
        1    0.000    0.000    0.007    0.007 helpers.py:1(<module>)
      104    0.000    0.000    0.007    0.000 parser.py:471(parse_flow_sequence_first_entry)
       50    0.003    0.000    0.007    0.000 __init__.py:350(namedtuple)
       93    0.000    0.000    0.007    0.000 core.py:6989(__call__)
      812    0.004    0.000    0.007    0.000 typing.py:168(_type_check)
        1    0.000    0.000    0.007    0.007 api_implementation.py:1(<module>)
     3286    0.005    0.000    0.007    0.000 cbook.py:1377(is_math_text)
       27    0.000    0.000    0.007    0.000 __init__.py:914(<genexpr>)
      248    0.002    0.000    0.007    0.000 _base.py:4370(get_children)
      744    0.002    0.000    0.007    0.000 transforms.py:302(xmin)
        1    0.000    0.000    0.007    0.007 workload_factory.py:1(<module>)
   306/12    0.001    0.000    0.007    0.001 core.py:811(_parseNoCache)
        1    0.000    0.000    0.007    0.007 cli.py:1(<module>)
      248    0.000    0.000    0.007    0.000 axis.py:1735(update_units)
     2852    0.004    0.000    0.007    0.000 text.py:1249(set_verticalalignment)
        1    0.000    0.000    0.007    0.007 cm.py:32(_gen_cmap_registry)
        1    0.000    0.000    0.007    0.007 delta_functions.py:1(<module>)
       24    0.000    0.000    0.007    0.000 __init__.py:812(search)
        1    0.000    0.000    0.007    0.007 ctx_mp.py:1(<module>)
     9114    0.004    0.000    0.007    0.000 transforms.py:2133(transform)
    72/12    0.000    0.000    0.007    0.001 core.py:3994(parseImpl)
      135    0.001    0.000    0.007    0.000 <frozen importlib._bootstrap_external>:1412(_path_hooks)
        3    0.000    0.000    0.007    0.002 patches.py:2283(__init_subclass__)
     1488    0.001    0.000    0.007    0.000 {method 'clip' of 'numpy.ndarray' objects}
     6266    0.005    0.000    0.007    0.000 reader.py:114(get_mark)
     1134    0.006    0.000    0.007    0.000 std.py:186(__format__)
     3937    0.003    0.000    0.007    0.000 lines.py:75(_scale_dashes)
      187    0.003    0.000    0.007    0.000 colors.py:416(to_rgba_array)
        6    0.000    0.000    0.007    0.001 patches.py:2325(pprint_styles)
      124    0.001    0.000    0.007    0.000 _base.py:1129(_set_position)
      248    0.001    0.000    0.007    0.000 core.py:3097(__array_wrap__)
        1    0.000    0.000    0.007    0.007 api_implementation.py:41(_CanImport)
